案類,發生日期,發生時段,發生地點
住宅竊盜,1040709,02~04,臺北市中山區新生北路3段61~90號
住宅竊盜,1040710,00~02,臺北市中山區民族東路512巷10﹑12號
住宅竊盜,1040713,00~02,臺北市中正區東門里杭州南路1段18巷1~30號
住宅竊盜,1040713,00~02,臺北市中山區雙城街19巷1~30號
住宅竊盜,1040714,00~02,臺北市中山區民權東路2段92巷1弄1~30號
住宅竊盜,1040714,08~10,臺北市萬華區環河南路2段35巷15弄1~30號
住宅竊盜,1040715,10~12,臺北市萬華區昆明街211~240號
住宅竊盜,1040715,10~12,臺北市萬華區雙園街60巷31~60號
住宅竊盜,1040715,12~14,臺北市信義區正和里光復南路417巷211~240號
住宅竊盜,1040715,18~20,臺北市中山區南京東路2段91~120號
住宅竊盜,1040716,08~10,臺北市大安區光信里光復南路456巷1~30號
住宅竊盜,1040717,02~04,臺北市中山區民生東路1段61~90號
住宅竊盜,1040718,00~02,臺北市北投區一德里中央北路4段151~180號
住宅竊盜,1040718,14~16,臺北市松山區光復北路181~210號
住宅竊盜,1040718,16~18,臺北市萬華區西園路1段151~180號
住宅竊盜,1040718,20~22,臺北市北投區林泉里溫泉路121~150號
住宅竊盜,1040720,18~20,臺北市北投區清江里中央南路2段91~120號
住宅竊盜,1040720,20~22,臺北市士林區百齡里11鄰前港街110巷1~30號
住宅竊盜,1040720,22~24,臺北市萬華區雅江街61~90號
住宅竊盜,1040721,12~14,臺北市松山區南京東路5段251巷24弄1~30號
住宅竊盜,1040721,22~24,臺北市信義區三犁里信義路5段121~150號
住宅竊盜,1040722,14~16,臺北市大同區保安里哈密街59巷31弄31~60號
住宅竊盜,1040722,16~18,臺北市萬華區中華路2段504巷1~30號
住宅竊盜,1040723,08~10,臺北市松山區南京東路5段23巷7弄1~30號
住宅竊盜,1040724,14~16,臺北市內湖區成功路4段323巷9弄1~30號
住宅竊盜,1040725,10~12,臺北市松山區南京東路5段66巷1~30號
住宅竊盜,1040725,14~16,臺北市信義區中興里嘉興街31~60號
住宅竊盜,1040727,06~08,臺北市松山區健康路8巷1~30號
住宅竊盜,1040727,06~08,臺北市松山區寶清街1~30號
住宅竊盜,1040727,20~22,臺北市士林區陽明里華岡路31~60號
住宅竊盜,1040729,10~12,臺北市松山區民權東路5段31~60號
住宅竊盜,1040730,14~16,臺北市大同區華亭街1~30號
住宅竊盜,1040730,16~18,臺北市萬華區大理街170巷1弄1~30號
住宅竊盜,1040731,00~02,臺北市中山區民權西路61~90號
住宅竊盜,1040731,02~04,臺北市松山區南京東路5段251巷24弄1~30號
住宅竊盜,1040731,04~06,臺北市松山區健康路325巷18弄1~30號
住宅竊盜,1040731,08~10,臺北市中正區廈安里大埔街21巷1~30號
住宅竊盜,1040731,10~12,臺北市松山區南京東路5段281巷1~30號
住宅竊盜,1040731,14~16,臺北市松山區南京東路5段251巷24弄1~30號
住宅竊盜,1040731,20~22,臺北市南港區九如里研究院路2段182巷79弄1~30號
住宅竊盜,1040801,00~02,臺北市中山區民權東路2段1~30號
住宅竊盜,1040801,00~02,臺北市中山區林森北路107巷31~60號
住宅竊盜,1040803,00~02,臺北市文山區木柵里木柵路3段85巷23弄1~30號
住宅竊盜,1040804,04~06,臺北市士林區新安里7鄰仰德大路3段106巷1~30號
住宅竊盜,1040805,12~14,臺北市松山區南京東路5段123巷1弄1~30號
住宅竊盜,1040806,14~16,臺北市內湖區內湖路2段103巷119弄1~30號
住宅竊盜,1040806,16~18,臺北市北投區開明里復興四路8巷1~30號
住宅竊盜,1040807,02~04,臺北市中山區松江路108巷1~30號
住宅竊盜,1040810,14~16,臺北市萬華區西園路2段372巷3弄31~60號
住宅竊盜,1040810,16~18,臺北市內湖區安泰街49巷1~30號
住宅竊盜,1040810,20~22,臺北市中山區龍江路377巷1~30號
住宅竊盜,1040810,20~22,臺北市中山區林森北路391~420號
住宅竊盜,1040811,06~08,臺北市士林區社新里社子街61~90號
住宅竊盜,1040811,10~12,臺北市士林區臨溪里9鄰至善路2段342巷1~30號
住宅竊盜,1040812,08~10,臺北市大同區建明里華陰街72巷1~30號
住宅竊盜,1040812,20~22,臺北市中山區林森北路107巷61~90號
住宅竊盜,1040813,12~14,臺北市信義區黎平里和平東路3段301~330號
住宅竊盜,1040813,16~18,臺北市北投區湖山里紗帽路1~30號
住宅竊盜,1040814,08~10,臺北市大安區錦安里麗水街31~60號
住宅竊盜,1040814,10~12,臺北市文山區木柵里7鄰木柵路3段85巷8弄1~30號
住宅竊盜,1040814,14~16,臺北市中山區林森北路119巷31~60號
住宅竊盜,1040815,06~08,臺北市信義區大道里林口街181~210號
住宅竊盜,1040815,08~10,臺北市大同區迪化街2段151~180號
住宅竊盜,1040815,12~14,臺北市大安區大學里新生南路3段70巷2弄1~30號
住宅竊盜,1040815,12~14,臺北市大安區古莊里羅斯福路2段91~120號
住宅竊盜,1040815,14~16,臺北市大安區誠安里忠孝東路3段301~330號
住宅竊盜,1040815,14~16,臺北市大同區建明里華陰街72巷1~30號
住宅竊盜,1040817,00~02,臺北市信義區四維里松山路241~270號
住宅竊盜,1040817,02~04,臺北市北投區八仙里崇仁路1段159巷1~30號
住宅竊盜,1040817,16~18,臺北市松山區南京東路5段271~300號
住宅竊盜,1040817,20~22,臺北市士林區天玉里中山北路7段51巷1~30號
住宅竊盜,1040818,06~08,臺北市南港區聯成里東新街77巷15弄1~30號
住宅竊盜,1040818,20~22,臺北市南港區九如里研究院路3段211~240號
住宅竊盜,1040819,08~10,臺北市北投區關渡里知行路292巷14弄1~30號
住宅竊盜,1040820,00~02,臺北市信義區景新里莊敬路289巷5弄1~30號
住宅竊盜,1040821,22~24,臺北市南港區九如里研究院路3段211~240號
住宅竊盜,1040822,08~10,臺北市中山區樂群二路266巷91~120號
住宅竊盜,1040822,22~24,臺北市文山區博嘉里4鄰木柵路4段159巷170弄1~30號
住宅竊盜,1040823,00~02,臺北市中正區廈安里中華路2段109巷1~30號
住宅竊盜,1040823,18~20,臺北市北投區桃源里崗山路11巷1~30號
住宅竊盜,1040823,20~22,臺北市萬華區西園路2段372巷3弄31~60號
住宅竊盜,1040824,10~12,臺北市信義區六合里信義路5段150巷418弄1~30號
住宅竊盜,1040824,20~22,臺北市士林區仁勇里小東街31~60號
住宅竊盜,1040825,10~12,臺北市中正區新營里金華街1~30號
住宅竊盜,1040825,18~20,臺北市大安區通化里10鄰通化街19巷1~30號
住宅竊盜,1040825,22~24,臺北市大安區通安里通化街98巷1~30號
住宅竊盜,1040826,20~22,臺北市內湖區內湖路1段91巷35弄1~30號
住宅竊盜,1040827,14~16,臺北市士林區福志里福林路271~300號
住宅竊盜,1040827,16~18,臺北市大同區永樂里10鄰民樂街1~30號
住宅竊盜,1040828,00~02,臺北市中山區中山北路2段115巷1~30號
住宅竊盜,1040828,06~08,臺北市大安區華聲里光復南路72巷23弄1~30號
住宅竊盜,1040828,14~16,臺北市士林區天壽里4鄰中山北路6段441巷31~60號
住宅竊盜,1040828,14~16,臺北市萬華區青年路1~30號
住宅竊盜,1040829,02~04,臺北市文山區樟樹里13鄰興隆路4段74巷1~30號
住宅竊盜,1040829,08~10,臺北市中正區廈安里中華路2段175巷31~60號
住宅竊盜,1040829,12~14,臺北市北投區八仙里中央南路2段1~30號
住宅竊盜,1040830,08~10,臺北市文山區明義里9鄰興隆路4段44巷1~30號
住宅竊盜,1040831,06~08,臺北市士林區葫蘆里延平北路5段231巷31~60號
住宅竊盜,1040831,10~12,臺北市信義區四育里虎林街30巷1~30號
住宅竊盜,1040831,12~14,臺北市中正區幸市里仁愛路2段61~90號
住宅竊盜,1040831,14~16,臺北市萬華區西昌街181~210號
住宅竊盜,1040831,16~18,臺北市北投區石牌里致遠一路1段46巷1~30號
住宅竊盜,1040901,00~02,臺北市大安區通化里通化街39巷1~30號
住宅竊盜,1040903,10~12,臺北市松山區民生東路5段138巷1~30號
住宅竊盜,1040903,14~16,臺北市北投區雙全街62巷1~30號
住宅竊盜,1040905,18~20,臺北市中山區民族東路421~450號
住宅竊盜,1040905,18~20,臺北市萬華區廣州街186巷1~30號
住宅竊盜,1040905,20~22,臺北市松山區饒河街121~150號
住宅竊盜,1040906,00~02,臺北市士林區忠誠里忠誠路1段91~120號
住宅竊盜,1040906,14~16,臺北市內湖區民權東路6段413巷1~30號
住宅竊盜,1040907,12~14,臺北市松山區敦化南路1段1~30號
住宅竊盜,1040907,14~16,臺北市中正區黎明里忠孝西路1段31~60號
住宅竊盜,1040908,00~02,臺北市中山區林森北路133巷31~60號
住宅竊盜,1040908,00~02,臺北市中山區敬業1路181~210號
住宅竊盜,1040908,12~14,臺北市中正區文盛里汀州路3段151~180號
住宅竊盜,1040908,12~14,臺北市大安區虎嘯里4鄰敦化南路2段181~210號
住宅竊盜,1040909,14~16,臺北市中山區北安路608巷5弄1~30號
住宅竊盜,1040910,10~12,臺北市士林區福順里重慶北路4段31~60號
住宅竊盜,1040910,20~22,臺北市松山區八德路4段691~720號
住宅竊盜,1040911,06~08,臺北市萬華區環河南路3段151~180號
住宅竊盜,1040911,12~14,臺北市松山區八德路2段391~420號
住宅竊盜,1040912,08~10,臺北市文山區順興里18鄰恆光街17巷1~30號
住宅竊盜,1040913,04~06,臺北市信義區永春里永吉路481~510號
住宅竊盜,1040913,12~14,臺北市大同區老師里延平北路4段153巷1~30號
住宅竊盜,1040913,20~22,臺北市北投區大同里中央北路1段151~180號
住宅竊盜,1040914,04~06,臺北市中正區文盛里羅斯福路3段244巷10弄1~30號
住宅竊盜,1040914,10~12,臺北市中山區合江街31~60號
住宅竊盜,1040914,18~20,臺北市中山區民生東路1段31~60號
住宅竊盜,1040915,10~12,臺北市北投區林泉里泉源路21巷1~30號
住宅竊盜,1040915,16~18,臺北市萬華區東園街66巷37弄1~30號
住宅竊盜,1040915,20~22,臺北市中山區中山北路2段115巷3弄1~30號
住宅竊盜,1040917,02~04,臺北市信義區六合里信義路5段150巷臨56號
住宅竊盜,1040917,18~20,臺北市大安區全安里8鄰安和路2段227巷1~30號
住宅竊盜,1040918,04~06,臺北市萬華區大埔街7巷1~30號
住宅竊盜,1040919,00~02,臺北市大同區玉泉里貴德街1~30號
住宅竊盜,1040919,00~02,臺北市中山區中山北路1段121巷1~30號
住宅竊盜,1040919,18~20,臺北市大同區鄭州路121~150號
住宅竊盜,1040920,00~02,臺北市北投區吉利里致遠二路95巷31~60號
住宅竊盜,1040920,10~12,臺北市南港區九如里研究院路2段182巷61~90號
住宅竊盜,1040920,20~22,臺北市中山區民權東路2段91~120號
住宅竊盜,1040921,02~04,臺北市中正區南福里羅斯福路2段61~90號
住宅竊盜,1040921,06~08,臺北市信義區六合里信義路5段150巷401弄1~30號
住宅竊盜,1040921,14~16,臺北市士林區德華里文林路740巷9弄1~30號
住宅竊盜,1040921,14~16,臺北市士林區德華里文林路740巷9弄1~30號
住宅竊盜,1040922,10~12,臺北市北投區中庸里雙全街62巷1~30號
住宅竊盜,1040924,20~22,臺北市中正區永昌里中華路2段391~420號
住宅竊盜,1040925,22~24,臺北市中正區螢雪里泉州街121~150號
住宅竊盜,1040926,10~12,臺北市北投區立賢里承德路7段211~240號
住宅竊盜,1040926,10~12,臺北市大安區光武里22鄰復興南路1段107巷5弄1~30號
住宅竊盜,1040927,18~20,臺北市中山區錦州街91~120號
住宅竊盜,1040928,12~14,臺北市萬華區長泰街59巷1~30號
住宅竊盜,1040929,06~08,臺北市松山區三民路151~180號
住宅竊盜,1040930,10~12,臺北市內湖區瑞光路258巷31~60號
住宅竊盜,1040930,10~12,臺北市大安區虎嘯里敦化南路2段200巷14弄1~30號
住宅竊盜,1040930,12~14,臺北市南港區鴻福里玉成街235巷1~30號
住宅竊盜,1040930,22~24,臺北市中山區天祥路47巷1~30號
住宅竊盜,1041001,00~02,臺北市信義區忠孝東路5段31巷18弄31~60號
住宅竊盜,1041001,22~24,臺北市士林區三玉里7鄰德行東路219巷1~30號
住宅竊盜,1041002,08~10,臺北市中山區民生西路45巷5弄1~30號
住宅竊盜,1041002,16~18,臺北市萬華區大理街160巷22弄1~30號
住宅竊盜,1041002,20~22,臺北市萬華區西園路2段261巷34弄31~60號
住宅竊盜,1041003,06~08,臺北市內湖區內湖路2段91~120號
住宅竊盜,1041003,08~10,臺北市萬華區西寧南路121~150號
住宅竊盜,1041003,10~12,臺北市萬華區環河南路2段130巷
住宅竊盜,1041003,22~24,臺北市中山區中山北路二段121~150號
住宅竊盜,1041005,00~02,臺北市信義區黎平里富陽街87巷1~30號
住宅竊盜,1041005,08~10,臺北市松山區民生東路5段137巷4弄1~30號
住宅竊盜,1041006,02~04,臺北市大同區老師里重慶北路3段334巷15弄1~30號
住宅竊盜,1041006,08~10,臺北市萬華區西園路2段320巷36弄1~30號
住宅竊盜,1041007,00~02,臺北市中山區龍江路370巷31~60號
住宅竊盜,1041007,12~14,臺北市文山區景行里景興路241~270號
住宅竊盜,1041007,14~16,臺北市北投區清江里大興街24巷2弄1~30號
住宅竊盜,1041007,14~16,臺北市信義區惠安里吳興街506巷1~30號
住宅竊盜,1041008,18~20,臺北市中正區頂東里羅斯福路3段91~120號
住宅竊盜,1041009,20~22,臺北市萬華區成都路91~120號
住宅竊盜,1041011,00~02,臺北市中正區林興里水源路1~30號
住宅竊盜,1041011,18~20,臺北市信義區雅祥里松信路31~60號
住宅竊盜,1041011,22~24,臺北市內湖區內湖路1段91巷91~120號
住宅竊盜,1041013,08~10,臺北市松山區撫遠街403巷1~30號
住宅竊盜,1041013,08~10,臺北市文山區樟腳里9鄰恆光街30巷1~30號
住宅竊盜,1041013,14~16,臺北市信義區五全里永吉路200巷41弄1~30號
住宅竊盜,1041016,12~14,臺北市士林區天玉里天母西路31~60號
住宅竊盜,1041018,06~08,臺北市中正區忠勤里汀州路1段92巷1~30號
住宅竊盜,1041018,06~08,臺北市萬華區富福里大理街1~30號
住宅竊盜,1041019,00~02,臺北市萬華區昆明路121~150號
住宅竊盜,1041019,14~16,臺北市中正區河堤里汀州路2段151~180號
住宅竊盜,1041020,00~02,臺北市大同區南芳里安西街91巷1~30號
住宅竊盜,1041020,08~10,臺北市萬華區中華路2段416巷61~90號
住宅竊盜,1041020,08~10,臺北市大同區延平里安西街91巷1~30號
住宅竊盜,1041020,14~16,臺北市大安區復興南路126巷1~30號
住宅竊盜,1041021,08~10,臺北市信義區三犁里03鄰松仁路253巷01弄1~30號
住宅竊盜,1041021,18~20,臺北市士林區福中里福港街121~150號
住宅竊盜,1041021,22~24,臺北市中正區水源里羅斯福路4段40巷1~30號
住宅竊盜,1041023,08~10,臺北市松山區南京東路5段291巷5弄1~30號
住宅竊盜,1041023,12~14,臺北市北投區振華里懷德街98巷1~30號
住宅竊盜,1041023,16~18,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041023,18~20,臺北市中正區螢雪里詔安街61~90號
住宅竊盜,1041024,08~10,臺北市中正區南門里博愛路230巷1~30號
住宅竊盜,1041026,10~12,臺北市南港區聯成里忠孝東路6段278巷22弄1~30號
住宅竊盜,1041026,18~20,臺北市中山區吉林路161巷1~30號
住宅竊盜,1041026,18~20,臺北市中山區吉林路161巷1~30號
住宅竊盜,1041027,12~14,臺北市士林區聖山里忠誠路1段171巷10弄1~30號
住宅竊盜,1041027,22~24,臺北市士林區福佳里文林路495巷1~30號
住宅竊盜,1041029,06~08,臺北市松山區民生東路5段69巷1弄31~60號
住宅竊盜,1041030,10~12,臺北市內湖區民權東路6段481~510號
住宅竊盜,1041030,18~20,臺北市信義區松友里虎林街241~270號
住宅竊盜,1041030,20~22,臺北市中山區遼寧街185巷7弄1~30號
住宅竊盜,1041031,20~22,臺北市中山區龍江路356巷1~30號
住宅竊盜,1041101,08~10,臺北市信義區和平東路3段631巷1~30號
住宅竊盜,1041103,00~02,臺北市南港區東明里東明街61~90號
住宅竊盜,1041103,00~02,臺北市中山區堤頂大道2段451~480號
住宅竊盜,1041104,12~14,臺北市士林區平等里平菁街43巷16弄1~30號
住宅竊盜,1041105,12~14,臺北市北投區承德路7段232巷1~30號
住宅竊盜,1041107,04~06,臺北市信義區興隆里逸仙路32巷1~30號
住宅竊盜,1041109,00~02,臺北市南港區重陽路125巷1~30號
住宅竊盜,1041109,16~18,臺北市中山區雙城街32巷1~30號
住宅竊盜,1041109,16~18,臺北市內湖區樂康里24鄰安泰街1~30號
住宅竊盜,1041109,22~24,臺北市士林區明勝里承德路4段33巷1~30號
住宅竊盜,1041111,10~12,臺北市中山區南京東路3段48巷31~60號
住宅竊盜,1041111,14~16,臺北市文山區興豐里5鄰興隆路1段241~270號
住宅竊盜,1041112,20~22,臺北市士林區天山里中山北路7段14巷31~60號
住宅竊盜,1041112,20~22,臺北市大同區保安里庫倫街31~60號
住宅竊盜,1041113,10~12,臺北市內湖區康寧路3段165巷25弄1~30號
住宅竊盜,1041114,00~02,臺北市大安區延吉街241巷1~30號
住宅竊盜,1041115,18~20,臺北市中山區中山北路2段93巷1~30號
住宅竊盜,1041115,18~20,臺北市文山區萬芳里028鄰萬美街1段19巷1~30號
住宅竊盜,1041116,00~02,臺北市松山區南京東路5段251巷46弄1~30號
住宅竊盜,1041116,08~10,臺北市大安區龍泉里雲和街91~120號
住宅竊盜,1041116,14~16,臺北市萬華區青年路31~60號
住宅竊盜,1041116,14~16,臺北市內湖區新明路298巷1~30號
住宅竊盜,1041117,02~04,臺北市中正區龍興里南海路61~90號
住宅竊盜,1041117,12~14,臺北市南港區合成里忠孝東路6段271~300號
住宅竊盜,1041117,20~22,臺北市信義區泰和里吳興街583巷20弄1~30號
住宅竊盜,1041118,14~16,臺北市中山區錦州街241巷1弄1~30號
住宅竊盜,1041118,22~24,臺北市中山區中山北路4段1~30號
住宅竊盜,1041119,12~14,臺北市松山區民生東路5段151~180號
